area_sqft,bedrooms,bathrooms,floors,parking,age_years,city,locality,school_distance_km,hospital_distance_km,metro_distance_km,price
4737,2,1,1,0,30,Pune,West,9.91,0.88,10.51,23031040
2557,3,4,3,0,24,Bengaluru,West,2.78,8.53,4.45,15831452
2062,4,5,3,2,2,Delhi,Central,7.89,0.44,8.91,15588356
710,3,4,2,2,1,Mumbai,West,0.33,9.85,12.28,6956245
3501,5,4,1,1,2,Chandigarh,Central,0.7,9.06,7.85,17147523
4107,2,2,2,2,6,Mumbai,Central,9.98,7.02,14.25,35378432
1988,3,3,3,2,8,Pune,North,4.14,1.08,0.59,11606667
2711,4,5,1,3,13,Chandigarh,West,8.65,3.98,14.76,12714322
1962,5,4,1,3,7,Bengaluru,West,8.71,8.43,4.81,14060295
555,4,5,2,3,5,Bengaluru,South,9.01,1.05,4.05,4883482
643,4,3,1,1,8,Mumbai,East,5.83,4.2,12.77,6382057
2474,2,2,1,2,20,Delhi,North,6.91,1.15,12.36,15136249
1644,1,1,1,2,12,Mumbai,Central,8.96,0.3,9.87,13320036
4662,3,3,3,1,3,Bengaluru,West,9.06,5.98,11.25,29618420
4351,4,3,3,1,20,Chandigarh,South,6.09,7.04,6.6,20499321
2695,4,3,2,0,9,Chandigarh,Central,1.48,4.03,8.92,13404347
2923,5,4,1,2,2,Chandigarh,East,2.37,1.02,6.89,14693645
3064,3,3,3,1,16,Pune,North,9.97,4.14,12.99,16057735
2759,2,1,3,2,18,Pune,North,1.83,5.21,11.8,13497273
3283,3,3,1,0,26,Delhi,South,7.48,0.21,1.49,22548548
2795,4,5,1,3,21,Delhi,South,8.92,4.33,8.51,19278366
1043,1,1,3,2,15,Pune,East,6.77,8.02,8.19,5383172
1978,4,5,3,3,2,Mumbai,Central,5.37,2.96,2.87,19399293
3498,1,1,3,3,24,Delhi,Central,0.24,2.39,10.12,22843776
1258,1,2,1,2,28,Bengaluru,West,4.71,0.55,13.85,6271451
3360,1,1,2,2,10,Delhi,West,1.97,6.22,12.75,20749130
1845,5,5,3,0,13,Bengaluru,West,8.9,5.94,5.86,13053943
1864,1,1,3,3,17,Delhi,East,8.46,8.25,12.58,11675274
3919,2,2,2,1,25,Mumbai,East,3.64,3.11,5.29,33306019
916,2,2,2,3,2,Chandigarh,North,2.14,5.85,4.43,5048412
3307,3,3,1,3,1,Chandigarh,West,5.86,8.69,11.72,15905079
4992,5,4,2,2,3,Pune,South,7.05,6.72,11.49,26966846
4269,5,5,3,0,25,Chandigarh,South,6.19,0.32,1.27,20476662
2254,5,5,1,0,12,Mumbai,North,7.98,6.44,3.8,21032701
1005,3,4,2,1,4,Bengaluru,West,6.45,6.29,12.61,7386349
1964,1,2,2,3,9,Pune,North,6.81,1.32,15.0,9730517
1989,1,1,1,1,4,Chandigarh,East,0.76,6.69,11.51,8431782
1575,5,5,2,1,13,Bengaluru,North,1.63,8.44,4.3,11613737
568,1,1,1,1,22,Chandigarh,South,2.95,2.51,10.28,2325253
2014,4,3,1,0,10,Bengaluru,Central,7.63,2.26,11.92,13255051
1328,3,3,1,2,29,Pune,East,6.89,0.95,6.92,7690228
762,5,6,2,0,15,Delhi,East,5.63,3.58,0.86,6871993
4823,2,2,2,3,22,Pune,West,4.09,1.19,11.91,24515478
3225,5,6,1,3,0,Delhi,West,6.2,3.55,12.38,23363630
879,2,1,2,1,18,Pune,East,7.08,7.0,5.62,4526242
726,2,2,2,3,25,Chandigarh,North,1.05,3.77,12.41,3463084
932,3,4,3,1,26,Mumbai,Central,9.0,1.1,2.79,9252431
2722,5,4,2,1,20,Delhi,East,0.46,0.73,8.99,19555263
1951,5,4,1,1,15,Delhi,East,6.98,2.22,10.79,14419134
3964,5,6,3,3,16,Bengaluru,West,0.73,7.65,3.64,26069527
2653,5,6,2,1,4,Chandigarh,North,1.17,2.9,5.72,13668931
2356,4,3,3,1,23,Bengaluru,Central,9.71,9.69,13.6,14679503
3867,2,1,1,2,12,Pune,East,7.35,7.1,4.34,20120457
2614,2,3,2,1,17,Delhi,West,6.61,4.77,8.97,17798879
752,5,4,1,2,12,Chandigarh,Central,5.03,8.5,4.8,4904298
770,2,1,2,3,3,Mumbai,West,7.66,0.32,14.53,7801225
4123,3,2,1,0,14,Mumbai,East,5.73,1.02,5.61,36178511
2586,1,1,2,2,25,Mumbai,East,2.49,3.47,12.74,20630100
4387,3,2,3,0,18,Delhi,Central,2.61,6.0,6.95,30220311
3906,2,2,3,0,17,Chandigarh,South,4.23,7.04,12.94,17365931
4617,2,1,2,0,13,Mumbai,West,8.74,8.92,4.97,40146779
1888,1,1,1,0,7,Bengaluru,Central,5.25,9.43,9.51,11221886
4262,5,4,2,3,13,Pune,Central,8.72,3.39,6.91,23127563
587,3,2,1,1,30,Chandigarh,West,3.62,3.55,9.72,3070616
3730,3,3,2,3,6,Pune,South,6.33,8.63,7.37,19570258
4391,2,3,1,0,0,Chandigarh,East,8.14,6.45,10.61,20080929
4625,1,1,3,1,12,Bengaluru,North,6.66,1.64,7.16,27391373
1225,1,1,2,1,7,Pune,East,4.09,3.36,6.42,5333424
4297,5,6,2,2,18,Delhi,North,2.47,2.48,10.91,29366137
2864,2,2,2,0,11,Chandigarh,West,6.52,7.76,9.86,13247784
3509,4,3,1,3,7,Delhi,North,8.16,4.1,8.21,24010096
4066,1,1,3,0,21,Chandigarh,East,2.02,7.13,13.11,17795728
4042,1,1,3,0,28,Delhi,North,6.44,4.75,5.62,25512833
3851,5,6,3,2,22,Mumbai,South,6.57,7.0,3.03,34841535
1843,2,1,3,3,22,Mumbai,North,4.71,6.44,13.21,15065153
711,5,6,1,1,19,Chandigarh,West,1.77,4.92,10.54,4532021
2233,1,2,2,0,7,Mumbai,South,6.98,3.73,12.1,18806558
4835,3,2,3,0,5,Pune,North,4.21,6.71,4.32,25395772
3571,1,1,2,0,15,Chandigarh,Central,7.43,6.34,3.9,15427354
748,1,1,2,2,24,Chandigarh,Central,7.35,8.9,6.02,2805849
1000,2,3,1,2,11,Delhi,East,5.23,1.07,8.46,6267645
3631,3,3,1,1,22,Pune,Central,9.53,7.35,2.18,18752691
3721,5,5,1,2,13,Chandigarh,South,6.11,9.33,2.71,17844314
3669,1,1,1,3,28,Chandigarh,West,4.35,3.65,3.51,16641272
1482,3,2,2,2,30,Pune,East,9.23,0.93,14.31,9153456
2468,2,3,3,0,16,Delhi,East,6.06,9.44,8.33,15109913
4172,4,5,1,1,22,Delhi,South,1.39,2.83,5.01,28502915
4076,3,2,1,2,1,Chandigarh,West,3.37,0.52,1.92,19872795
2237,4,4,3,3,12,Delhi,South,7.37,1.8,2.01,16533897
3783,3,3,3,3,9,Bengaluru,North,6.61,9.11,4.46,24677766
2383,5,4,3,2,18,Delhi,East,2.65,7.45,4.75,17023992
1375,4,4,1,2,5,Bengaluru,North,4.75,6.32,13.07,9724188
4924,3,2,2,2,2,Bengaluru,South,8.99,5.94,10.41,30677581
503,3,4,1,3,21,Chandigarh,Central,8.11,9.78,9.48,2697833
624,2,1,2,2,2,Mumbai,Central,0.65,7.8,2.16,7060658
2819,1,1,2,0,28,Mumbai,Central,8.77,5.29,3.01,23537007
859,1,1,3,3,18,Pune,East,1.28,5.6,8.41,3637667
2066,5,6,1,0,6,Bengaluru,Central,1.31,9.33,10.41,13524506
975,2,1,1,1,1,Pune,North,9.7,9.83,6.47,5379413
1202,5,4,3,3,13,Bengaluru,Central,0.7,2.9,5.46,9276982
4094,3,2,3,2,12,Bengaluru,North,3.22,0.28,4.98,26458861
1062,5,6,1,3,29,Chandigarh,South,1.72,7.64,5.55,5906361
2659,3,3,3,1,26,Mumbai,South,1.03,7.56,1.46,23191356
1881,2,2,2,0,5,Mumbai,West,2.82,1.21,12.03,16881944
859,2,1,2,0,3,Chandigarh,East,9.34,2.99,9.92,4896012
896,5,4,2,3,13,Delhi,North,0.76,8.15,4.77,8994630
2532,5,4,3,2,0,Mumbai,South,4.42,2.2,9.86,24593224
3399,4,5,3,2,19,Delhi,West,1.4,7.39,4.1,24005626
2211,1,1,2,1,13,Chandigarh,North,1.62,2.16,4.15,10200838
2847,3,4,1,0,26,Pune,Central,1.68,0.81,11.44,14584853
2857,2,2,2,3,26,Bengaluru,Central,0.61,3.88,8.45,18201159
4347,3,2,3,1,4,Mumbai,South,5.18,3.53,6.3,39501862
1843,5,4,2,2,2,Pune,West,2.21,5.16,13.29,11000992
2465,1,1,3,3,26,Mumbai,East,9.61,9.2,14.71,20543130
1319,5,6,2,0,23,Mumbai,West,6.06,3.34,2.82,13485483
3973,2,1,3,3,8,Bengaluru,West,4.82,1.48,1.0,24964825
1394,4,5,1,2,29,Pune,South,6.52,2.13,2.11,8583064
4553,1,2,2,1,30,Pune,North,7.86,6.88,1.64,22656796
2150,1,1,3,3,1,Delhi,South,9.9,5.73,5.75,14403475
1629,5,4,1,1,6,Mumbai,West,1.21,6.31,6.41,16832133
3801,3,2,1,2,1,Pune,West,1.06,3.94,2.19,21577902
882,3,4,3,0,4,Bengaluru,South,2.63,4.31,13.88,5561059
930,2,1,3,1,15,Chandigarh,East,9.66,2.07,0.44,4312077
1085,3,4,3,3,29,Chandigarh,West,1.34,9.13,7.42,5289383
3381,3,2,3,2,22,Mumbai,South,4.26,7.63,7.17,29552232
2402,5,5,3,1,3,Delhi,North,5.11,9.55,8.75,17370793
3152,5,4,1,2,6,Pune,South,5.91,7.15,3.84,17654067
1401,5,6,2,1,1,Pune,South,0.72,2.53,10.26,8493937
1919,2,1,2,2,0,Pune,South,3.82,1.06,11.1,9995391
4946,5,5,2,2,11,Chandigarh,North,9.75,8.69,11.69,23561566
636,4,5,1,2,14,Pune,West,2.88,3.42,5.4,4649588
1627,4,3,3,2,5,Delhi,North,5.71,2.13,3.8,13215644
1887,2,3,2,1,6,Pune,West,9.99,7.91,12.0,9604381
2566,1,2,2,0,16,Mumbai,North,0.46,3.75,12.07,21798593
1316,3,3,1,0,25,Mumbai,West,2.8,0.96,13.75,10880554
2352,4,4,3,3,6,Pune,Central,5.72,6.48,10.76,12984161
3451,3,2,2,2,17,Chandigarh,West,4.43,0.97,14.34,15979514
4293,1,1,2,2,8,Bengaluru,South,1.17,0.44,2.22,26194300
4266,5,5,3,1,28,Bengaluru,South,7.57,8.48,7.42,26998870
2881,5,6,1,0,11,Pune,East,7.4,9.75,14.01,15405650
3459,4,3,2,0,0,Pune,East,4.11,7.37,2.24,19021980
1019,1,1,2,3,18,Chandigarh,East,6.27,7.31,3.27,4341828
2322,1,2,1,3,29,Pune,East,0.48,9.5,12.94,10561679
4855,2,2,3,3,27,Delhi,Central,5.58,3.54,10.51,31595874
4297,2,1,3,2,12,Chandigarh,North,7.67,9.42,6.39,19782081
3354,3,4,1,2,23,Chandigarh,North,7.35,9.55,12.79,15333319
1337,5,5,2,1,5,Mumbai,South,8.13,2.33,7.22,14595138
884,1,1,2,3,18,Bengaluru,North,6.6,8.54,2.11,6319932
4253,1,2,1,2,23,Delhi,East,1.54,3.92,6.73,27724069
3875,4,3,1,2,11,Bengaluru,East,9.43,9.49,6.39,24449683
1849,5,6,3,3,1,Chandigarh,South,7.99,7.91,1.52,10561038
2783,1,1,1,2,2,Delhi,Central,9.33,3.94,2.6,19258254
1483,1,1,2,2,4,Delhi,North,1.45,0.37,8.8,10007923
3187,5,5,3,0,29,Delhi,West,1.07,7.31,11.49,22529551
3831,2,2,1,2,8,Bengaluru,South,3.87,2.13,14.98,23480954
4554,1,2,3,1,10,Chandigarh,Central,9.83,5.04,1.82,20986535
1432,5,4,3,3,26,Delhi,South,9.94,6.4,7.16,10936092
1693,4,4,2,3,28,Bengaluru,North,1.61,2.68,3.17,10926967
631,4,3,2,3,17,Bengaluru,West,6.51,3.22,10.72,4932890
1654,2,1,1,0,8,Delhi,North,9.85,2.11,7.61,11149091
2663,4,5,1,1,8,Pune,South,4.98,9.0,6.94,13803928
2926,2,3,1,3,21,Bengaluru,North,8.85,6.99,9.43,17783675
3424,5,6,3,2,18,Chandigarh,West,0.98,6.81,3.69,17117229
2633,5,5,3,1,10,Pune,South,4.66,5.32,13.59,14753425
1929,1,1,3,1,23,Mumbai,Central,0.89,4.54,4.69,18158638
4664,1,2,2,2,24,Bengaluru,North,0.3,1.51,11.42,26792248
2784,3,2,1,1,13,Delhi,North,8.58,4.9,5.14,19459188
520,1,1,3,1,28,Mumbai,North,4.45,4.83,14.96,4236048
4919,2,1,2,0,7,Pune,East,1.32,8.68,11.0,25500144
2717,3,3,3,2,15,Chandigarh,North,6.35,4.92,9.97,12358222
3304,4,4,3,1,28,Bengaluru,South,9.34,9.78,5.93,20646623
1329,1,1,1,3,29,Chandigarh,South,4.41,8.31,9.01,5438441
4908,2,3,2,0,5,Bengaluru,Central,0.8,9.53,0.9,30123623
1108,1,1,1,1,2,Bengaluru,East,7.62,7.33,8.65,5943155
1238,5,5,2,1,16,Bengaluru,South,8.37,8.66,2.12,8803316
3118,1,1,3,0,12,Mumbai,North,9.67,7.04,10.66,25459395
4390,2,2,2,2,15,Mumbai,North,1.17,8.82,3.53,37545851
927,1,1,1,3,18,Delhi,East,9.56,7.68,10.95,5399531
2481,5,6,3,2,2,Chandigarh,North,4.72,5.13,4.71,13242874
1479,3,4,3,0,21,Delhi,Central,4.24,7.37,13.28,9357885
2803,2,1,1,3,30,Mumbai,North,2.87,8.68,12.24,23443844
3634,2,1,1,1,22,Chandigarh,West,8.91,2.08,4.28,15345596
1185,1,2,1,3,11,Pune,West,7.53,2.2,14.03,5404687
1671,3,3,2,0,25,Bengaluru,East,8.84,7.76,9.71,10312850
688,1,1,2,3,27,Pune,Central,3.07,9.35,13.63,3233456
1111,4,5,3,3,27,Mumbai,South,0.66,1.4,4.58,11445222
4756,1,2,2,3,25,Mumbai,East,6.21,5.05,10.08,39730758
3905,1,1,3,1,23,Delhi,West,9.14,6.91,10.74,25069276
2658,1,1,2,1,24,Chandigarh,North,1.29,8.34,3.95,10838364
702,3,2,1,3,2,Chandigarh,North,6.47,2.87,2.96,5154171
4242,4,3,3,3,8,Mumbai,West,9.37,3.65,14.8,37684088
2520,3,3,2,0,2,Delhi,North,8.42,8.42,10.95,17012498
2953,3,4,3,1,17,Delhi,South,3.05,3.42,8.3,20024933
4195,4,3,2,1,19,Delhi,East,5.67,8.68,11.76,27497708
1351,4,3,3,3,3,Pune,West,7.94,4.65,2.06,7966197
3576,5,5,3,0,20,Pune,East,1.55,3.72,2.11,19159300
2351,5,4,3,3,24,Pune,East,0.62,6.48,9.31,13047662
4009,5,4,2,3,16,Delhi,Central,8.92,2.52,14.94,27521319
2392,2,3,1,0,26,Chandigarh,West,1.54,2.7,10.19,11082293
4252,5,6,2,2,30,Bengaluru,East,2.57,5.08,6.46,26343105
637,5,4,2,3,8,Delhi,North,7.08,1.77,14.27,6181439
2685,1,1,2,0,7,Bengaluru,North,1.88,0.86,7.6,15732864
4092,1,2,1,2,28,Delhi,South,6.58,6.01,13.19,26624826
2984,3,3,3,3,2,Pune,South,5.01,8.14,4.6,15728426
1819,5,5,3,1,9,Mumbai,South,6.34,6.67,3.01,18430352
1568,5,6,1,2,11,Chandigarh,Central,1.04,4.99,7.73,8912777
949,2,2,2,1,20,Mumbai,Central,6.42,0.3,10.71,8429342
1959,1,2,3,3,11,Pune,North,3.49,9.76,8.44,10287162
2710,3,2,1,2,5,Mumbai,South,3.98,0.31,14.85,24266838
980,5,6,2,1,18,Chandigarh,Central,7.63,7.79,11.99,5471200
1172,3,2,2,0,21,Bengaluru,North,6.97,1.19,9.75,7128894
3176,5,5,2,1,24,Mumbai,South,8.3,6.63,11.44,28652435
1612,1,2,2,1,26,Delhi,South,2.42,7.59,13.85,9065549
1351,1,1,1,1,1,Chandigarh,Central,4.44,4.43,0.73,6817523
3868,5,6,1,0,23,Mumbai,North,5.26,8.64,5.64,35768792
1237,5,5,2,0,11,Bengaluru,East,3.69,1.58,14.38,7745181
4589,2,3,3,0,7,Pune,West,8.88,7.55,1.11,23704683
4045,3,4,1,2,21,Pune,West,1.61,7.29,10.52,20377448
4669,2,1,1,3,5,Mumbai,South,5.2,0.78,13.8,40697861
3596,2,3,1,2,10,Delhi,Central,5.44,6.6,4.36,24984658
4759,2,1,3,1,19,Delhi,East,7.45,1.57,11.71,29734881
1108,3,4,3,3,13,Bengaluru,South,7.44,6.33,11.27,7878657
1113,4,3,1,2,23,Mumbai,South,7.24,6.84,8.58,10667547
1768,2,1,1,0,5,Chandigarh,North,1.71,7.54,8.69,8087372
3710,3,2,2,1,3,Delhi,East,3.5,0.9,5.02,25734850
4860,3,4,1,1,3,Pune,East,0.86,3.85,8.66,24860496
4507,1,1,1,0,27,Mumbai,West,9.88,6.23,6.72,37867516
3186,2,2,2,1,20,Mumbai,North,1.76,6.22,10.26,26782097
3368,3,3,3,3,10,Bengaluru,East,0.71,7.73,13.1,21880883
1043,3,3,1,0,11,Bengaluru,Central,7.36,8.05,12.3,7185181
4705,3,3,2,0,1,Mumbai,North,9.66,8.04,14.32,41108346
1386,3,4,2,1,1,Bengaluru,West,3.12,1.5,4.64,9248815
4798,4,5,1,1,17,Bengaluru,North,9.23,9.69,11.04,29039216
3167,1,1,3,0,10,Pune,West,0.55,7.66,5.1,15246177
2478,1,1,3,1,14,Mumbai,South,7.5,5.82,8.4,20633046
979,5,5,3,3,19,Chandigarh,South,8.13,1.63,13.26,5483977
1157,2,2,1,0,25,Pune,Central,4.71,8.29,1.83,6032782
4466,3,3,1,2,8,Chandigarh,East,7.25,5.86,8.01,20764693
3114,3,4,3,2,25,Mumbai,South,9.58,9.49,6.44,27361301
3258,3,3,3,1,5,Chandigarh,East,0.3,6.23,12.83,15134928
1789,5,4,1,1,22,Delhi,Central,5.55,3.43,1.45,13864715
1226,1,1,2,1,14,Mumbai,North,1.17,9.1,6.98,10189355
3112,2,2,1,1,24,Delhi,North,3.5,2.88,8.56,20123477
724,1,1,2,2,1,Pune,North,5.44,9.61,4.08,4115211
2761,5,6,2,0,0,Mumbai,East,0.48,3.04,2.11,26700395
2184,1,1,3,0,15,Delhi,Central,2.9,5.95,14.02,14235356
3277,4,5,3,0,1,Bengaluru,Central,6.58,2.22,3.4,21376345
3731,2,2,2,3,1,Pune,West,1.39,6.37,5.41,19651834
3779,1,1,1,2,2,Delhi,Central,0.87,2.09,9.2,24573017
1903,5,5,1,0,21,Mumbai,West,7.32,2.84,0.57,18844636
3012,2,2,3,0,16,Pune,Central,8.5,5.63,9.21,15101234
1032,1,1,2,1,28,Pune,West,8.54,4.28,7.95,5066915
3322,4,3,3,3,6,Delhi,Central,4.37,8.54,1.29,23783589
3035,3,4,3,0,1,Bengaluru,Central,8.67,3.45,3.64,19630288
3304,3,3,3,3,7,Bengaluru,North,3.6,5.77,3.16,20902186
3677,1,2,1,2,19,Delhi,East,3.48,8.34,10.17,23057814
749,4,4,3,3,7,Mumbai,North,1.9,7.19,10.74,8777315
1642,3,4,2,0,19,Chandigarh,Central,3.36,4.04,7.42,9460734
2476,5,4,2,3,2,Mumbai,South,1.73,8.83,8.62,24526305
4203,5,4,1,3,5,Chandigarh,East,1.31,6.92,8.1,20274157
4579,5,5,1,1,22,Delhi,South,8.64,8.68,6.22,31607888
2749,5,4,2,3,0,Chandigarh,North,9.69,4.22,1.24,13935035
1799,1,1,2,3,11,Pune,South,1.37,7.05,11.43,8166357
3120,3,4,2,0,2,Bengaluru,East,1.69,9.44,3.35,19795878
963,1,2,3,0,2,Delhi,North,5.17,5.57,13.57,5959755
2961,5,4,1,3,8,Mumbai,Central,8.67,7.82,3.79,29059970
684,2,1,2,2,16,Mumbai,West,9.72,9.78,5.11,6515929
4817,5,4,2,2,7,Mumbai,South,9.36,2.3,14.88,43585218
2808,2,1,1,2,16,Chandigarh,North,1.0,5.83,6.03,14213594
4688,3,4,2,2,9,Mumbai,West,5.78,2.33,14.85,40685686
2206,1,1,1,1,26,Chandigarh,West,0.98,0.39,0.86,10485993
1119,2,2,1,0,27,Bengaluru,South,1.84,9.29,13.71,6704908
4838,3,2,3,3,22,Delhi,South,1.79,3.93,3.73,32995493
2760,3,3,2,1,14,Chandigarh,North,5.48,2.82,10.32,13046053
2473,5,5,1,3,30,Chandigarh,South,3.88,8.33,12.6,12296745
4716,1,1,3,2,4,Bengaluru,East,0.78,2.92,1.61,28857354
1234,3,3,1,1,15,Mumbai,Central,7.97,6.98,10.59,11080433
1435,3,3,2,0,8,Pune,West,9.25,8.91,8.26,7230241
829,5,6,3,1,30,Bengaluru,South,3.92,2.61,14.93,5663273
2314,5,5,2,2,30,Delhi,North,4.22,9.11,5.37,17010528
3051,3,2,1,2,25,Pune,East,5.35,7.77,0.96,16264016
2162,1,1,1,0,0,Pune,North,1.49,2.08,2.07,11818544
4714,3,3,3,2,26,Pune,Central,4.47,6.33,5.81,24298311
907,4,3,2,2,29,Bengaluru,Central,7.27,4.17,4.56,7122191
2506,5,4,1,0,12,Pune,Central,0.78,9.26,12.73,14355563
4715,5,5,1,2,13,Mumbai,Central,0.75,9.66,12.59,42205052
3422,4,5,2,2,12,Chandigarh,North,1.48,7.83,3.16,16678801
4697,3,4,3,3,5,Delhi,Central,3.24,7.61,0.98,33032937
2666,3,3,3,1,0,Chandigarh,South,5.46,0.72,0.37,13167733
2893,1,2,1,0,8,Bengaluru,East,2.9,9.71,1.02,16888435
1851,3,3,2,3,0,Delhi,East,4.29,7.36,3.39,13835224
3779,5,6,1,0,26,Delhi,Central,9.32,4.97,6.19,26174238
812,5,6,3,3,2,Mumbai,Central,6.07,8.79,0.31,10781389
2592,3,4,2,2,22,Mumbai,East,5.54,4.58,5.69,24117614
4464,3,4,3,3,21,Pune,South,9.76,4.24,6.44,23394486
4552,3,3,2,2,17,Delhi,South,7.03,0.54,0.48,30491261
580,4,4,3,0,23,Chandigarh,West,3.15,1.96,5.95,3566932
2472,3,3,3,2,18,Delhi,West,7.12,2.92,2.94,16974535
1047,3,4,2,2,2,Pune,West,4.47,4.67,5.29,7538215
1601,3,4,3,0,11,Bengaluru,Central,4.98,5.51,12.07,10050714
4964,4,4,2,3,30,Pune,North,2.46,1.5,4.65,26223747
2058,2,1,3,2,26,Chandigarh,Central,6.15,6.67,6.89,9703681
3957,5,6,3,2,20,Pune,North,7.29,1.72,6.76,21108079
2656,3,2,3,0,2,Pune,North,4.28,8.69,2.95,13529160
1957,5,4,2,3,26,Bengaluru,Central,2.13,7.98,14.32,13420544
4586,2,3,1,1,21,Chandigarh,Central,9.18,3.44,0.4,20665343
2020,2,3,3,1,29,Mumbai,South,8.1,9.03,7.56,17161797
1285,1,2,2,2,14,Bengaluru,West,1.26,8.93,12.18,7645483
4157,5,5,2,0,10,Delhi,South,8.07,3.24,0.71,29203225
4311,5,5,2,2,3,Bengaluru,East,7.67,0.21,6.7,28604538
4683,2,2,3,1,1,Pune,Central,7.62,9.73,2.47,25392457
3666,4,4,3,0,0,Chandigarh,Central,5.56,2.02,12.37,16805367
4490,3,3,1,2,12,Pune,Central,5.02,6.77,14.71,23947543
1852,4,4,1,0,23,Chandigarh,East,5.07,0.62,2.82,9402166
2504,1,1,1,2,9,Delhi,Central,6.7,3.15,2.08,17080529
4795,5,6,3,1,27,Delhi,South,3.49,5.63,2.12,33688441
4138,1,1,2,2,21,Chandigarh,West,3.11,1.39,0.43,19239887
856,2,3,3,2,10,Mumbai,East,8.19,8.65,10.31,8626498
4903,4,5,3,3,1,Chandigarh,South,3.17,0.91,13.3,23477622
4203,2,3,1,1,11,Bengaluru,West,9.53,9.06,2.66,25578546
572,4,4,3,0,3,Pune,East,3.29,7.34,11.09,3143801
3317,5,6,3,3,22,Chandigarh,South,9.26,0.94,8.35,16829511
4019,1,2,3,3,23,Chandigarh,Central,4.88,0.93,9.52,17350570
1086,2,3,2,2,24,Delhi,South,3.98,7.26,9.43,7631688
3199,5,6,1,1,26,Mumbai,Central,9.83,2.15,8.59,29671155
4902,2,1,1,2,17,Delhi,South,6.44,0.73,13.95,31500145
4238,2,2,1,0,0,Delhi,South,9.99,3.71,14.38,27422259
2589,2,1,3,0,3,Delhi,West,8.33,9.8,2.16,18358357
3145,1,1,1,0,25,Delhi,South,8.73,9.83,13.21,19564548
831,2,2,1,3,29,Bengaluru,East,4.78,3.05,9.63,4615875
2531,4,5,3,1,12,Delhi,North,8.22,3.09,14.08,16560367
3127,2,2,3,2,21,Chandigarh,East,3.35,4.7,5.55,14912424
1733,2,2,3,0,25,Pune,West,1.38,5.3,1.61,8721875
4785,4,5,2,1,8,Delhi,West,1.98,4.16,14.32,31418217
2989,4,4,3,3,13,Chandigarh,Central,4.64,6.37,10.57,14705303
2023,3,2,1,3,26,Pune,South,4.73,9.17,10.86,11748142
4812,5,4,1,3,7,Chandigarh,North,7.31,6.02,8.47,24090361
3730,1,1,1,2,4,Bengaluru,Central,2.55,4.59,0.54,22208335
842,3,2,2,2,15,Bengaluru,Central,2.47,4.44,9.68,5518448
2121,2,2,1,2,5,Delhi,East,0.57,3.3,7.2,15246070
3629,1,2,3,3,16,Chandigarh,East,6.38,2.59,1.72,17155982
2876,4,3,1,0,18,Mumbai,North,6.52,1.99,14.31,25553666
3529,1,1,3,3,30,Bengaluru,East,5.96,7.38,10.72,19874494
1939,1,2,2,1,19,Bengaluru,East,1.26,8.44,9.67,11482467
4678,2,1,1,3,12,Bengaluru,West,9.32,9.91,6.47,28300873
2102,2,3,1,0,9,Pune,North,8.93,6.34,5.09,10750555
4042,4,3,3,0,30,Delhi,North,7.62,5.28,3.84,26821817
3050,2,1,3,3,12,Bengaluru,North,6.39,0.78,6.63,19318850
2396,1,1,3,2,1,Pune,South,8.68,7.29,6.8,12426654
1716,4,5,2,1,18,Pune,North,5.68,3.29,9.35,9726350
894,4,4,2,2,20,Pune,West,5.88,4.72,14.67,5465585
4758,3,2,1,0,19,Delhi,Central,9.28,2.29,12.03,31618878
1511,5,4,1,2,24,Delhi,West,5.27,5.82,11.47,11207948
3045,1,2,3,3,23,Mumbai,North,3.46,2.5,1.97,27118026
2629,2,1,2,1,29,Delhi,West,8.53,0.21,12.81,16449354
2910,3,4,1,3,26,Pune,Central,4.51,5.26,8.79,14834297
4469,3,2,2,3,13,Mumbai,East,2.37,3.05,2.9,39806023
2669,3,4,1,0,9,Delhi,North,0.42,3.83,13.6,17473652
2638,3,2,2,0,1,Chandigarh,South,9.64,2.18,4.49,12836064
4532,5,5,3,1,18,Chandigarh,East,2.74,4.01,12.59,22075139
1777,5,6,2,3,4,Chandigarh,Central,4.63,10.0,12.23,8923944
4454,3,3,1,2,28,Mumbai,Central,4.73,4.33,11.28,38646435
1392,5,5,2,2,25,Delhi,South,6.03,8.3,11.24,10877071
3719,4,4,2,3,8,Delhi,North,0.92,9.26,11.53,25981610
1571,3,4,1,0,9,Bengaluru,Central,4.04,3.43,11.13,8982658
4479,1,2,1,3,25,Mumbai,West,9.87,5.35,8.51,37027172
2590,5,4,1,1,18,Bengaluru,East,2.6,1.26,13.96,17193799
3201,5,5,2,1,27,Pune,Central,9.2,9.52,1.45,17146993
2424,2,2,2,0,7,Bengaluru,West,9.13,2.6,12.53,14939994
3324,4,3,2,2,8,Bengaluru,South,4.38,4.89,11.14,22331598
1594,3,3,3,3,23,Delhi,North,0.42,8.16,14.85,10237122
1431,5,6,2,1,26,Delhi,North,0.98,5.65,7.57,11339384
944,2,3,3,0,6,Pune,North,9.67,4.84,1.69,5235656
2260,2,2,1,2,12,Delhi,West,8.87,5.97,6.64,15156179
4747,5,5,3,2,26,Pune,West,4.05,9.38,9.67,25225448
4112,4,3,2,3,9,Pune,South,4.84,3.96,8.38,22554679
4715,1,1,2,0,21,Delhi,Central,9.44,3.3,9.36,29689625
1927,1,1,1,3,19,Mumbai,West,8.87,0.86,0.65,17124539
